Pair.Name,Ligand,Receptor,Dataset,Annotation,Location  Ligand,GO,References,Julia TRUE/FALSE/NA,Julia literature reference,Julia comment,checked,,,,,,,,,,,,,
Fgf10-Fgfr2,Fgf10,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,"9582367, 12591959,9582367",TRUE,PMID: 18594526,,,,,,,,,,,30.11,,,,
Fga-Cdh5,Fga,Cdh5,Ramilowski,Not Expressed,Secreted,Other,11900554,FALSE,,"Fga=Fibrin alpha chain, Cdh5=VE-Cadherin, interaction between Fibrin and VE=Caderin is through beta chain",,,,,,,,,,23.12,,,,
Fn1-Tmprss6,Fn1,Tmprss6,Ramilowski,Not Expressed,ECM,Other,12149247,FALSE,PMID: 19907145,Fn1 is a substrate of Tmprss6 (serine protease),,,,,,,,,,30.11,,,,
Fgf13-Scn5a,Fgf13,Scn5a,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,,"Fgf13=FHF2, Scn5a=Nav 1.5; Look at the discussion, I dont know if this is an interaction we are looking for: FHF2 binds and stabilizes an inactivated form of the channel  ",,,,,,,,,,,,23.12,,
Fgf13-Scn8a,Fgf13,Scn8a,Ramilowski,Not Expressed,Secreted,GrowthFactor,15282281,TRUE,PMID: 16817858,"Fgf13=FHF2, Scn8a=Nav 1.6  ",,,,,,,,,,23.12,,,,
Fgf15-Fgfr1,Fgf15,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 25476453,"Fgf15 (mouse) and Fgf19 (human) are orthologous proteins, look at the part ""FGF15/19 and FGF21 require βKlotho""",,,,,,,,binds to the isoform Fgf1c,,25.12,,,,
Fgf15-Fgfr2,Fgf15,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 25476453,"Fgf15 (mouse) and Fgf19 (human) are orthologous proteins, look at the part ""FGF15/19 and FGF21 require βKlotho""",,,,,,,,binds to the isoform Fgfr2c,,25.12,,,,
Fgf15-Fgfr3,Fgf15,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 25476453,"Fgf15 (mouse) and Fgf19 (human) are orthologous proteins, look at the part ""FGF15/19 and FGF21 require βKlotho""",,,,,,,,binds to the isoform Fgfr3c,,25.12,,,,
Fgf15-Fgfr4,Fgf15,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,1.473.096.710.525.310,TRUE,PMID: 25476453,"Fgf15 (mouse) and Fgf19 (human) are orthologous proteins, look at the part ""FGF15/19 and FGF21 require βKlotho""",,,,,,,,,,25.12,,,,
Fgf15-Klb,Fgf15,Klb,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 25476453,"Klb=Klotho beta, look at the part ""FGF15/19 and FGF21 require βKlotho""",,,,,,,,,,25.12,,,,
Fgf16-Fgfr2,Fgf16,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf16-Fgfr3,Fgf16,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr3c and Fgfr3b",,,,,,,,,,25.12,,,,
Fgf16-Fgfr4,Fgf16,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf17-Fgfr1,Fgf17,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,10751172,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf17-Fgfr2,Fgf17,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,10751172,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf17-Fgfr3,Fgf17,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,10751172,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr3b and Fgfr3c",,,,,,,,,,25.12,,,,
Fgf17-Fgfr4,Fgf17,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,10751172,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf2-Cd44,Fgf2,Cd44,Ramilowski,Not Expressed,Secreted,Cytokine,7532176,TRUE,,Fgf2=b-FGF,,,,,,,,,,25.12,,,,
Fgf2-Fgfr1,Fgf2,Fgfr1,Ramilowski,Not Expressed,Secreted,Cytokine,"10950949, 11030354",TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1c and Fgfr1b",,,,,,,,,,25.12,,,,
Fgf2-Fgfr2,Fgf2,Fgfr2,Ramilowski,Not Expressed,Secreted,Cytokine,8663044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf2-Fgfr3,Fgf2,Fgfr3,Ramilowski,Not Expressed,Secreted,Cytokine,866.304.410.574.949,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr3c",,,,,,,,,,25.12,,,,
Fgf2-Fgfr4,Fgf2,Fgfr4,Ramilowski,Not Expressed,Secreted,Cytokine,86.630.448.530.375,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf2-Fgfrl1,Fgf2,Fgfrl1,Ramilowski,Not Expressed,Secreted,Cytokine,11418238,TRUE,,Fgfrl1=FGFR5,,,,,,,,,,25.12,,,,
Fgf2-Gpc4,Fgf2,Gpc4,Ramilowski,Not Expressed,Secreted,Cytokine,11066092,TRUE,,Gpc4=Glypican 4,,,,,,,,,,25.12,,,,
Fgf2-Nrp1,Fgf2,Nrp1,Ramilowski,Not Expressed,Secreted,Cytokine,15695515,TRUE,,Nrp1=Neuropilin-1,,,,,,,,,,25.12,,,,
Fgf2-Sdc1,Fgf2,Sdc1,Ramilowski,Not Expressed,Secreted,Cytokine,16982797,TRUE,PMID: 16982797,Look at the results (Fig.2),,,,,,,,,,25.12,,,,
Fgf2-Sdc2,Fgf2,Sdc2,Ramilowski,Not Expressed,Secreted,Cytokine,1.101.561.416.982.790,TRUE,PMID: 16982797,Look at the results (Fig.2),,,,,,,,,,25.12,,,,
Fgf2-Sdc3,Fgf2,Sdc3,Ramilowski,Not Expressed,Secreted,Cytokine,"16982797, 8344959",TRUE,PMID: 8344959,Fgf2=bFGF,,,,,,,,,,25.12,,,,
Fgf2-Sdc4,Fgf2,Sdc4,Ramilowski,Not Expressed,Secreted,Cytokine,9012653,TRUE,PMID: 16982797,Look at the results (Fig.2),,,,,,,,,,25.12,,,,
Fgf20-Fgfr4,Fgf20,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf21-Fgfr4,Fgf21,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,NA,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf22-Fgfr2,Fgf22,Fgfr2,Ramilowski,Not Expressed,Other,GrowthFactor,12591959,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2b",,,,,,,,,,25.12,,,,
Fgf23-Fgfr1,Fgf23,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,16081635,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf23-Fgfr2,Fgf23,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,1.608.163.512.032.140,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf23-Fgfr3,Fgf23,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,12032146,TRUE,PMID: 29949887,"Look at figure3, binds to the isoform Fgfr3c",,,,,,,,,,25.12,,,,
Fgf23-Fgfr4,Fgf23,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,16081635,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf23-Phex,Fgf23,Phex,Ramilowski,Not Expressed,Secreted,GrowthFactor,11409890,FALSE,,"Phex is an endopeptidase, located in the membrane. It activates Fgf23. I dont know if this is an interaction we are looking for.",,,,,,,,,,25.12,,,,
Fgf3-Fgfr1,Fgf3,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,75.926.248.663.044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1b ",,,,,,,,,,25.12,,,,
Fgf3-Fgfr2,Fgf3,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,75.926.248.663.044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf3-Fgfr3,Fgf3,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,FALSE,"PMID: 25950492, 29949887","Could not find anything, also those sources dont show an interaction",,,,,,,,,,25.12,,,,
Fgf3-Fgfr4,Fgf3,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,FALSE,"PMID: 25950492, 29949887","Could not find anything, also those sources dont show an interaction",,,,,,,,,,25.12,,,,
Fgf4-Fgfr1,Fgf4,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,1.148.603.311.486.030,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf4-Fgfr2,Fgf4,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,114.860.338.663.044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf4-Fgfr3,Fgf4,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,114.860.338.663.044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr3c",,,,,,,,,,25.12,,,,
Fgf4-Fgfr4,Fgf4,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,114.860.338.663.044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr4",,,,,,,,,,25.12,,,,
Fgf4-Nrp1,Fgf4,Nrp1,Ramilowski,Not Expressed,Secreted,GrowthFactor,15695515,TRUE,,Nrp-1=Neuropilin-1,,,,,,,,,,25.12,,,,
Fgf5-Fgfr1,Fgf5,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,83.868.288.386.828,TRUE,PMID: 29949887,"Look at figure 3 , binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf5-Fgfr2,Fgf5,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,838.682.811.876.253,TRUE,PMID: 29949887,"Look at figure3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf5-Fgfr3,Fgf5,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr3c",,,,,,,,,,25.12,,,,
Fgf5-Fgfr4,Fgf5,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,13.851.118.663.044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr4",,,,,,,,,,25.12,,,,
Fgf6-Fgfr1,Fgf6,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf6-Fgfr2,Fgf6,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf6-Fgfr3,Fgf6,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,TRUE,PMID: 29949887,"Look at figure 3, binnds to the isoform Fgfr3c",,,,,,,,,,25.12,,,,
Fgf6-Fgfr4,Fgf6,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,13.851.111.385.111,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr4",,,,,,,,,,25.12,,,,
Fgf8-Fgfr1,Fgf8,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,829.025.710.574.949,TRUE,PMID: 29949887,"Look at figure3, binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf8-Fgfr2,Fgf8,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,"8663044,8663044, 10751172",TRUE,PMID: 29949887,"Look at figure 3 , binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf8-Fgfr3,Fgf8,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,"8663044, 11486033,10574949",TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr3c and Fgfr3b",,,,,,,,,,25.12,,,,
Fgf8-Fgfr4,Fgf8,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,1.148.603.310.736.560,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgf9-Fgfr1,Fgf9,Fgfr1,Ramilowski,Not Expressed,Secreted,GrowthFactor,10574949,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr1c",,,,,,,,,,25.12,,,,
Fgf9-Fgfr2,Fgf9,Fgfr2,Ramilowski,Not Expressed,Secreted,GrowthFactor,86.630.448.576.175,TRUE,PMID: 29949887,"Look at figure 3, binds to the isoform Fgfr2c",,,,,,,,,,25.12,,,,
Fgf9-Fgfr3,Fgf9,Fgfr3,Ramilowski,Not Expressed,Secreted,GrowthFactor,"15231666,10574949, 8576175",TRUE,PMID: 29949887,"Look at figure 3, binds  to the isoform Fgfr3c and Fgfr3b",,,,,,,,,,25.12,,,,
Fgf9-Fgfr4,Fgf9,Fgfr4,Ramilowski,Not Expressed,Secreted,GrowthFactor,8663044,TRUE,PMID: 29949887,Look at figure 3,,,,,,,,,,25.12,,,,
Fgl1-Egfr,Fgl1,Egfr,Ramilowski,Not Expressed,Secreted,Other,NA,FALSE,PMID: 24768768,"Fgl1=Hepassocin, stimulates phosphorylation of EGFR, ligand independent",,,,,,,,,,25.12,,,,
Flt3l-Flt3,Flt3l,Flt3,Ramilowski,Not Expressed,Secreted,Cytokine,"15147956,,9651358, 7505204",TRUE,PMID: 9651358,,,,,,,,,,,25.12,,,,
Fn1-Tshr,Fn1,Tshr,Ramilowski,Not Expressed,ECM,Other,11981027,TRUE,,,,,,,,,,,,25.12,,,,
Gm8909-Kir3dl2,Gm8909,Kir3dl2,Ramilowski,Not Expressed,Membrane,Other,156.078.238.046.332,FALSE,PMID: 16435885,"Look at the full paper, it sais: MCH1 are ligands of KIR receptors, Gm8909=MHC class 1 like protein, also string says that theres an interaction",,,,,,,,,,25.12,,,,
Fshb-Fshr,Fshb,Fshr,Ramilowski,Not Expressed,Secreted,Other,"2126341,,10395410",TRUE,,"Fshb=FSH-Beta, Fshr=FSH Receptor",,,,,,,,,,25.12,,,,
Gal-Galr1,Gal,Galr1,Ramilowski,Not Expressed,Secreted,Other,"10689365,11481429, 9168941, 9685625, 9808667, 9880084, 7524088, 11600206,8617199, 9808667, 7524088",TRUE,PMID: 23233848,Look at figure 2,,,,,,,,,,25.12,,,,
Gal-Galr3,Gal,Galr3,Ramilowski,Not Expressed,Secreted,Other,"9832121,9832121, 9722565, 9880084",TRUE,PMID: 23233848,Look at figure 2,,,,,,,,,,25.12,,,,
Gal-Gpr151,Gal,Gpr151,Ramilowski,Not Expressed,Secreted,Other,15111018,FALSE,PMID: 27913310,Look at the results,,,,,,,,,,25.12,,,,
Galp-Galr1,Galp,Galr1,Ramilowski,Not Expressed,Secreted,Other,1.068.936.515.944.000,TRUE,PMID: 23233848,Look at figure 2,,,,,,,,,,25.12,,,,
Galp-Galr2,Galp,Galr2,Ramilowski,Not Expressed,Secreted,Other,"9832121,15944009, 20880399",TRUE,PMID: 23233848,Look at figure 2,,,,,,,,,,25.12,,,,
Galp-Galr3,Galp,Galr3,Ramilowski,Not Expressed,Secreted,Other,983.212.115.944.009,TRUE,PMID: 23233848,Look at figure 2,,,,,,,,,,25.12,,,,
Gas6-Mertk,Gas6,Mertk,Ramilowski,Not Expressed,Secreted,Other,916.088.389.399.488.000.000,TRUE,PMID: 27006397,,,,,,,,,,,25.12,,,,
Gast-Cckbr,Gast,Cckbr,Ramilowski,Not Expressed,Secreted,Other,7681836,TRUE,PMID: 9687578,,,,,,,,,,,25.12,,,,
Gcg-Gcgr,Gcg,Gcgr,Ramilowski,Not Expressed,Secreted,Other,1.252.993.543.050.770.000.000,TRUE,PMID: 23996678,,,,,,,,,,,25.12,,,,
Gcg-Glp1r,Gcg,Glp1r,Ramilowski,Not Expressed,Secreted,Other,"8404634, 7937318,15528268, 8404634,11116211",TRUE,PMID: 9421376,,,,,,,,,,,25.12,,,,
Gcg-Glp2r,Gcg,Glp2r,Ramilowski,Not Expressed,Secreted,Other,99.900.651.173.824.300.000.000,FALSE,,,,,,,,,,,,25.12,,,,
Gdf11-Acvr1b,Gdf11,Acvr1b,Ramilowski,Not Expressed,Secreted,Cytokine,12414726,TRUE,PMID: 24797481,Look at the last paragraph,,,,,,,,,,25.12,,,,
Gdf11-Acvr2a,Gdf11,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,12414726,TRUE,PMID: 12414726,Acvr2a=Actr2a,,,,,,,,,,25.12,,,,
Gdf11-Acvr2b,Gdf11,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,1.241.472.616.845.370,TRUE,PMID: 12414726,Acvr2b=Actr2b,,,,,,,,,,25.12,,,,
Gdf2-Acvr1,Gdf2,Acvr1,Ramilowski,Not Expressed,Secreted,Cytokine,NA,TRUE,PMID: 20628059,Acvr1=ALK2,,,,,,,,,,03.01,,,,
Gdf2-Acvr2a,Gdf2,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,NA,TRUE,PMID: 28646109,Look at the 4th paragraph of the introduction,,,,,,,,,,03.01,,,,
Gdf2-Acvr2b,Gdf2,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,NA,TRUE,PMID: 28646109,Look at the 4th paragraph of the introduction,,,,,,,,,,03.01,,,,
Gdf2-Acvrl1,Gdf2,Acvrl1,Ramilowski,Not Expressed,Secreted,Cytokine,17068149,TRUE,PMID: 25237187,"Acvrl1=ALK1, look at the introduction",,,,,,,,,,03.01,,,,
Gdf2-Bmpr2,Gdf2,Bmpr2,Ramilowski,Not Expressed,Secreted,Cytokine,NA,TRUE,PMID: 25237187,Look at the introduction,,,,,,,,,,03.01,,,,
Gdf2-Eng,Gdf2,Eng,Ramilowski,Not Expressed,Secreted,Cytokine,NA,TRUE,PMID: 28564608,,,,,,,,,,,03.01,,,,
Gdf5-Acvr1,Gdf5,Acvr1,Ramilowski,Not Expressed,Secreted,Cytokine,8702914,FALSE,,,,,,,,,,,,03.01,,,,
Gdf5-Acvr2a,Gdf5,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,8702914,TRUE,PMID: 16049014,Look at figure 1,,,,,,,,,,25.12,,,,
Gdf5-Acvr2b,Gdf5,Acvr2b,Ramilowski,Not Expressed,Secreted,Cytokine,8702914,FALSE,,,,,,,,,,,,03.01,,,,
Gdf5-Bmpr1a,Gdf5,Bmpr1a,Ramilowski,Not Expressed,Secreted,Cytokine,"11282024, 9525338",TRUE,PMID: 16049014,Bmpr1a=ALK3,,,,,,,,,,25.12,,,,
Gdf5-Bmpr1b,Gdf5,Bmpr1b,Ramilowski,Not Expressed,Secreted,Cytokine,"8702914, 15569154,11282024",TRUE,PMID: 16049014,Bmpr1b=ALK6,,,,,,,,,,25.12,,,,
Gdf5-Bmpr2,Gdf5,Bmpr2,Ramilowski,Not Expressed,Secreted,Cytokine,87.029.149.525.338,TRUE,PMID: 16049014,Look at figure 1,,,,,,,,,,25.12,,,,
Gdf5-Ror2,Gdf5,Ror2,Ramilowski,Not Expressed,Secreted,Cytokine,15569154,TRUE,,Look at the first part if the results,,,,,,,,,,03.01,,,,
Gdf6-Bmpr1a,Gdf6,Bmpr1a,Ramilowski,Not Expressed,Secreted,Cytokine,160.490.149.525.338,TRUE,PMID: 20674464,Look at table 1,,,,,,,,,,03.01,,,,
Gdf6-Bmpr1b,Gdf6,Bmpr1b,Ramilowski,Not Expressed,Secreted,Cytokine,9525338,TRUE,PMID: 20674464,Look at table 1,,,,,,,,,,03.01,,,,
Gdf6-Bmpr2,Gdf6,Bmpr2,Ramilowski,Not Expressed,Secreted,Cytokine,160.490.149.525.338,TRUE,PMID: 20674464,Look at table 1,,,,,,,,,,03.01,,,,
Gdf7-Acvr2a,Gdf7,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,16049014,TRUE,,"Look at the first paragraph of the results, Acvr2a=ACTR2A",,,,,,,,,,03.01,,,,
Gdf7-Bmpr1a,Gdf7,Bmpr1a,Ramilowski,Not Expressed,Secreted,Cytokine,16049014,TRUE,,"Look at the first paragraph of the results, Alk3=Bmpr1a",,,,,,,,,,03.01,,,,
Gdf7-Bmpr2,Gdf7,Bmpr2,Ramilowski,Not Expressed,Secreted,Cytokine,16049014,TRUE,,"Look at the first paragraph of the results, Acvr2a=ACTR2A",,,,,,,,,,03.01,,,,
Gdf9-Acvr2a,Gdf9,Acvr2a,Ramilowski,Not Expressed,Secreted,Cytokine,12135884,TRUE,PMID: 20674464,Look at table 1,,,,,,,,,,03.01,,,,
Gdf9-Bmpr1a,Gdf9,Bmpr1a,Ramilowski,Not Expressed,Secreted,Cytokine,"12135884, 10712517",TRUE,PMID: 20674464,Look at table 1,,,,,,,,,,03.01,,,,
Gdf9-Bmpr1b,Gdf9,Bmpr1b,Ramilowski,Not Expressed,Secreted,Cytokine,12135884,TRUE,PMID: 20674464,Look at table 1,,,,,,,,,,03.01,,,,
Gdf9-Bmpr2,Gdf9,Bmpr2,Ramilowski,Not Expressed,Secreted,Cytokine,1.213.588.412.135.880,TRUE,PMID: 16049014,Look at figure 1,,,,,,,,,,03.01,,,,
Gdf9-Fxyd6,Gdf9,Fxyd6,Ramilowski,Not Expressed,Secreted,Cytokine,16169070,FALSE,,,,,,,,,,,,03.01,,,,
Gdf9-Orai2,Gdf9,Orai2,Ramilowski,Not Expressed,Secreted,Cytokine,16169070,FALSE,,,,,,,,,,,,03.01,,,,
Gdf9-Tgfbr1,Gdf9,Tgfbr1,Ramilowski,Not Expressed,Secreted,Cytokine,14684852,FALSE,,"Tgfbr1 =AIk5, I think: Gdf9 binds to BMPR2, BMPR2 interacts with ALK5; so ALK5 is a part of the signaling pathway but there is no direct inetraction",,,,,,,,,,,03.01,,,
Gdnf-Gfra1,Gdnf,Gfra1,Ramilowski,Not Expressed,Secreted,GrowthFactor,"14514671,8674117, 9482105",TRUE,PMID: 12953054,Look at figure 1,,,,,,,,,,,03.01,,,
Gdnf-Gfra2,Gdnf,Gfra2,Ramilowski,Not Expressed,Secreted,GrowthFactor,91.828.039.407.096,TRUE,PMID: 12953054,Look at figure 1,,,,,,,,,,,03.01,,,
Gdnf-Ret,Gdnf,Ret,Ramilowski,Not Expressed,Secreted,GrowthFactor,"9482105, 9182803, 14514671,8674117",TRUE,PMID: 14514671,,,,,,,,,,,,03.01,,,
Ghrh-Ghrhr,Ghrh,Ghrhr,Ramilowski,Not Expressed,Secreted,Other,76.804.131.333.056,TRUE,PMID: 7680413,,,,,,,,,,,,03.01,,,
Ghrh-Vipr1,Ghrh,Vipr1,Ramilowski,Not Expressed,Secreted,Other,8791009,TRUE,PMID: 10655511,Vipr1=Vpac-1,,,,,,,,,,,03.01,,,
Ghrl-Ghrhr,Ghrl,Ghrhr,Ramilowski,Not Expressed,Secreted,Other,10461027,FALSE,,,,,,,,,,,,,03.01,,,
Ghrl-Ghsr,Ghrl,Ghsr,Ramilowski,Not Expressed,Secreted,Other,"10604470,15905359, 10628755, 12907757, 21402696, 11314756,10604470, 11227737",TRUE,PMID: 12446584,Ghrl=Ghrelin/Obestatin prepropetptide,,,,,,,,,,,03.01,,,
Ghrl-Gpr39,Ghrl,Gpr39,Ramilowski,Not Expressed,Secreted,Other,16284174,TRUE,Ghrl=Ghrelin/Obestatin prepropetptide,,,,,,,,,,,,03.01,,,
Gip-Dpp4,Gip,Dpp4,Ramilowski,Not Expressed,Secreted,Other,NA,FALSE,A protease,,,,,,,,,,,,03.01,,,
Gip-Gipr,Gip,Gipr,Ramilowski,Not Expressed,Secreted,Other,"15655707,7589426,15655707, 8795084, 12627975, 7589426",TRUE,PMID: 28326339,,,,,,,,,,,,03.01,,,
Gm13271-Ifnar1,Gm13271,Ifnar1,Ramilowski,Not Expressed,Secreted,Cytokine,"11278538,1834641",FALSE,I dont know what Gm13271 encodes,,,,,,,,,,,,03.01,,,
Gm13271-Ifnar2,Gm13271,Ifnar2,Ramilowski,Not Expressed,Secreted,Cytokine,11278538,FALSE,I dont know what Gm13271 encodes,,,,,,,,,,,,03.01,,,
Gnai2-Adcy1,Gnai2,Adcy1,Ramilowski,Not Expressed,Membrane,Other,2121366,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Adra2a,Gnai2,Adra2a,Ramilowski,Not Expressed,Membrane,Other,7887906,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Adra2b,Gnai2,Adra2b,Ramilowski,Not Expressed,Membrane,Other,2169434,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Agtr2,Gnai2,Agtr2,Ramilowski,Not Expressed,Membrane,Other,"8663053, 11055978",FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Chrm1,Gnai2,Chrm1,Ramilowski,Not Expressed,Membrane,Other,8190105,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Drd2,Gnai2,Drd2,Ramilowski,Not Expressed,Membrane,Other,10978845,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Mtnr1a,Gnai2,Mtnr1a,Ramilowski,Not Expressed,Membrane,Other,"10598579, 17215244",FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Mtnr1b,Gnai2,Mtnr1b,Ramilowski,Not Expressed,Membrane,Other,17215244,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Oprd1,Gnai2,Oprd1,Ramilowski,Not Expressed,Membrane,Other,1671672,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Gnai2-Tshr,Gnai2,Tshr,Ramilowski,Not Expressed,Membrane,Other,8552586,FALSE,,Gnai2 is a G-protein,,,,,,,,,,02.12,,,,
Grm1-Efnb2,Grm1,Efnb2,Ramilowski,Not Expressed,Membrane,Other,NA,FALSE,,Grm1 is a G-Protein,,,,,,,,,,02.12,,,,
Gnas-Adrb3,Gnas,Adrb3,Ramilowski,Not Expressed,Secreted,Other,8011597,FALSE,,"Gnas encodes several different proteins, one of them is: G Protein Subunit Alpha S which is not secreted, Adrb3=Adrenoceptor Beta 3",,,,,,,,,,03.01,,,,
Gnas-Avpr2,Gnas,Avpr2,Ramilowski,Not Expressed,Secreted,Other,8621513,FALSE,,"Gnas encodes several different proteins, one of them is: G Protein Subunit Alpha S which is not secreted, Avpr2=V2R",,,,,,,,,,03.01,,,,
